NP_EJERCICIO;MU_CODINE;MU_NOMBRE;PR_CODPR;NP_MUNICIPIO;NP_ENT;NP_POBLAMIENTO;NP_DENOMINACION;TOTAL;NP_VARONES;NP_MUJERES;NP_XLON;NP_YLAT
2022;03099;Orihuela;3;0;8;36;ALMENDROS (LOS) - PAU 26;594;289;305;-0.746597;37.9514
2022;03099;Orihuela;3;0;8;37;SECTORES CUERDA (LA) Y LOMAS DE CABO ROIG;943;477;466;-0.749956;37.9198
2022;03099;Orihuela;3;0;8;38;PAU 21-COLINAS GOLF;117;60;57;-0.808127;37.9277
2022;03099;Orihuela;3;0;10;1;CORRENTIAS ALTAS;147;68;79;-0.932085;38.0768
2022;03099;Orihuela;3;0;10;2;CORRENTÍAS MEDIAS;545;267;278;-0.924233;38.0737
2022;03099;Orihuela;3;0;11;1;DESAMPARADOS;1026;530;496;-0.98164;38.0651
2022;03099;Orihuela;3;0;11;2;MANSEGAL (EL)-VEREDA BUENA VIDA;548;279;269;-0.97326;38.0634
2022;03099;Orihuela;3;0;12;1;ESCORRATEL (EL);526;266;260;-0.924611;38.1017
2022;03099;Orihuela;3;0;12;2;MONTEPINAR;315;158;157;-0.952896;38.116
2022;03099;Orihuela;3;0;12;3;POLÍGONO INDUSTRIAL PUENTE ALTO;0;0;0;-0.928944;38.1087
2022;03099;Orihuela;3;0;13;1;HUERTOS (LOS);104;54;50;-0.92618;38.0889
2022;03099;Orihuela;3;0;14;1;BARRIO CARRETERA HURCHILLO;200;101;99;-0.939535;38.075
2022;03099;Orihuela;3;0;14;2;HURCHILLO;850;420;430;-0.92244;38.0589
2022;03099;Orihuela;3;0;15;1;MEDIA LEGUA;188;97;91;-0.911054;38.0982
2022;03099;Orihuela;3;0;16;1;CAMINO DE ENMEDIO;175;86;89;-0.975835;38.07
2022;03099;Orihuela;3;0;16;2;MOLINO DE LA CIUDAD;48;20;28;-0.980819;38.0759
2022;03099;Orihuela;3;0;17;1;BARRIO CARRETERA;121;55;66;-0.920394;38.0823
2022;03099;Orihuela;3;0;17;2;MOLÍNS;787;380;407;-0.907434;38.0813
2022;03099;Orihuela;3;0;17;3;VEREDA SERRANOS;94;45;49;-0.911036;38.0767
2022;03099;Orihuela;3;0;17;4;VEREDA BRUNETE;40;18;22;-0.899439;38.0823
2022;03099;Orihuela;3;0;18;1;BARRIO CARRETERA;106;62;44;-0.833606;38.1157
2022;03099;Orihuela;3;0;18;2;MUDAMIENTO (EL);160;80;80;-0.835458;38.1183
2022;03099;Orihuela;3;0;18;3;RAMONES/SORIANOS;129;67;62;-0.825788;38.1244
2022;03099;Orihuela;3;0;19;1;MURADA (LA);2029;1064;965;-0.96244;38.1744
2022;03099;Orihuela;3;0;19;2;PÉREZ (LOS);42;24;18;-0.939646;38.1746
2022;03099;Orihuela;3;0;19;3;RIQUELME/CAMPIRULOS;361;199;162;-0.967809;38.1683
2022;03099;Orihuela;3;0;19;4;VIRGEN DEL CAMINO;272;136;136;-0.931426;38.1652
2022;03099;Orihuela;3;0;20;1;NORIAS (LAS);158;82;76;-0.990043;38.0555
2022;03099;Orihuela;3;0;20;2;VEREDA LIORNA;485;238;247;-0.978994;38.0445
2022;03099;Orihuela;3;0;20;3;VEREDA DEL ROLLO;130;69;61;-0.988363;38.0396
2022;03099;Orihuela;3;0;21;1;CIUDAD JARDÍN;77;38;39;-0.957507;38.0951
2022;03099;Orihuela;3;0;21;2;ORIHUELA;31830;15648;16182;-0.944914;38.0847
2022;03099;Orihuela;3;0;21;3;RINCÓN DE SECA;61;33;28;-0.960223;38.0948
2022;03099;Orihuela;3;0;21;4;SAN ANTÓN;312;148;164;-0.943576;38.0948
2022;03099;Orihuela;3;0;22;1;PARROQUIA DE LA MATANZA;138;64;74;-1.01023;38.1357
2022;03099;Orihuela;3;0;22;2;RAIGUERO (EL);8;4;4;-0.991443;38.1223
2022;03099;Orihuela;3;0;22;3;SIETE CASAS (LAS);185;99;86;-1.01574;38.1432
2022;03099;Orihuela;3;0;24;1;BADEN (EL);154;74;80;-0.864601;38.0988
2022;03099;Orihuela;3;0;24;2;SAN BARTOLOMÉ;1832;897;935;-0.861495;38.0929
2022;03099;Orihuela;3;0;24;3;BARRIO (EL)-SALLAVEDRA;155;77;78;-0.85951;38.097
2022;03099;Orihuela;3;0;26;1;TORREMENDO;634;306;328;-0.868122;37.9943
2022;03099;Orihuela;3;0;26;2;BARRIO DE LA VIRGEN;65;33;32;-0.871699;37.9975
2022;03099;Orihuela;3;0;26;3;ENTRENARANJOS;931;452;479;-0.821833;38.0312
2022;03100;Parcent;3;0;1;1;PARCENT;661;328;333;-0.0647959;38.7453
2022;03101;Pedreguer;3;0;1;1;COMETA ORBETA;45;22;23;0.0436653;38.789
2022;03101;Pedreguer;3;0;1;2;MUNTANYA DE LA SELLA;524;256;268;0.0562641;38.8062
2022;03101;Pedreguer;3;0;1;3;MUNTANYA DE PEDREGUER;233;121;112;0.0536224;38.7809
2022;03101;Pedreguer;3;0;1;4;PEDREGUER;5760;2862;2898;0.032919;38.7961
2022;03101;Pedreguer;3;0;1;5;MUNTANYA LA SOLANA I;283;142;141;0.0163109;38.7885
2022;03101;Pedreguer;3;0;1;6;MUNTANYA LA SOLANA II;30;16;14;0.00866157;38.7851
2022;03102;Pego;3;0;1;1;MONTE-PEGO;526;268;258;-0.0727474;38.8386
2022;03102;Pego;3;0;1;2;PEGO;9368;4632;4736;-0.117431;38.8421
2022;03103;Penàguila;3;0;1;1;PENÀGUILA;233;116;117;-0.359366;38.6797
2022;03104;Petrer;3;0;1;1;ALMAFRÁ;1569;798;771;-0.78089;38.4674
2022;03104;Petrer;3;0;1;2;LLOMA BADA;884;449;435;-0.761643;38.4521
2022;03104;Petrer;3;0;1;3;PETRER;28669;14098;14571;-0.776516;38.4826
2022;03104;Petrer;3;0;1;4;SALINETES;1877;934;943;-0.770238;38.4671
2022;03105;Pinoso/Pinós (El);3;0;1;1;CABALLUSA (LA);33;19;14;-1.0829;38.3813
2022;03105;Pinoso/Pinós (El);3;0;2;1;CAÑADA DEL TRIGO;6;3;3;-1.08445;38.3547
2022;03105;Pinoso/Pinós (El);3;0;3;1;CASAS DE IBÁÑEZ;33;17;16;-1.08187;38.4047
2022;03105;Pinoso/Pinós (El);3;0;4;1;CULEBRÓN;87;42;45;-0.992121;38.4206
2022;03105;Pinoso/Pinós (El);3;0;5;1;ENCEBRAS;74;40;34;-0.990288;38.3934
2022;03105;Pinoso/Pinós (El);3;0;6;1;LEL;26;13;13;-1.02156;38.4505
2022;03105;Pinoso/Pinós (El);3;0;7;1;PAREDÓN;33;19;14;-1.05267;38.4442
2022;03105;Pinoso/Pinós (El);3;0;8;1;PINÓS (EL)/PINOSO;6724;3389;3335;-1.04198;38.4002
2022;03105;Pinoso/Pinós (El);3;0;9;1;RODRIGUILLO;60;33;27;-1.04581;38.3682
2022;03105;Pinoso/Pinós (El);3;0;10;1;TRES FUENTES;9;6;3;-0.988315;38.3713
2022;03105;Pinoso/Pinós (El);3;0;11;1;ÚBEDA;65;31;34;-0.982432;38.446
2022;03106;Planes;3;0;1;1;BENIALFAQUÍ;34;18;16;-0.338276;38.772
2022;03106;Planes;3;0;2;1;CATAMARRUCH;36;18;18;-0.32101;38.7816
2022;03106;Planes;3;0;3;1;MARGALIDA;40;24;16;-0.298586;38.7888
2022;03106;Planes;3;0;4;1;PLANES;535;286;249;-0.342269;38.7841
2022;03107;Polop;3;0;1;1;CHIRLES;376;202;174;-0.135833;38.6343
2022;03107;Polop;3;0;2;1;POLOP;3532;1773;1759;-0.140735;38.6177
2022;03109;Rafal;3;0;1;1;RAFAL;4578;2273;2305;-0.851673;38.1034
2022;03110;Ràfol d'Almúnia (El);3;0;1;1;RÀFOL D´ALMÚNIA (EL);435;222;213;-0.0516293;38.8211
2022;03110;Ràfol d'Almúnia (El);3;0;1;2;URBANIZACIÓN MONTE-PEGO;124;66;58;-0.0469524;38.8427
2022;03110;Ràfol d'Almúnia (El);3;0;1;3;URBANIZACIÓN L´ALMUNIA;162;79;83;-0.0621051;38.8359
2022;03111;Redován;3;0;1;2;REDOVÁN;7125;3668;3457;-0.909337;38.114
2022;03111;Redován;3;0;1;4;SAN CARLOS;235;126;109;-0.932514;38.1339
2022;03112;Relleu;3;0;1;1;RELLEU;646;325;321;-0.310353;38.588
2022;03113;Rojales;3;0;1;1;CIUDAD QUESADA;11665;5797;5868;-0.711445;38.0685
2022;03113;Rojales;3;0;1;2;HEREDADES (LAS);208;111;97;-0.760605;38.0904
2022;03113;Rojales;3;0;1;3;ROJALES;4930;2571;2359;-0.726591;38.0846
2022;03114;Romana (la);3;0;1;1;ALGAYAT;207;115;92;-0.94842;38.3434
2022;03114;Romana (la);3;0;1;2;ROMANA (LA);1564;812;752;-0.89648;38.3667
2022;03114;Romana (la);3;0;1;3;BENAESA;65;33;32;-0.884353;38.3782
2022;03115;Sagra;3;0;1;1;SAGRA;427;203;224;-0.0669334;38.8105
2022;03116;Salinas;3;0;1;1;SALINAS;1295;656;639;-0.910318;38.5207
2022;03116;Salinas;3;0;1;2;URBANIZACIÓN ALTO IDEAL;46;25;21;-0.876451;38.5166
2022;03116;Salinas;3;0;1;3;URBANIZACIÓN LA VIRGEN;31;19;12;-0.911446;38.5129
2022;03116;Salinas;3;0;1;4;URBANIZACIÓN LAS BEATAS;44;22;22;-0.894724;38.5232
2022;03116;Salinas;3;0;1;5;URBANIZACIÓN CAVA NEGRA;11;8;3;-0.918271;38.5209
2022;03116;Salinas;3;0;1;6;URBANIZACIÓN COLONIA VIRGEN DEL ROSARIO;23;11;12;-0.917875;38.5134
2022;03116;Salinas;3;0;1;7;COLONIA DE LA HISPANIDAD;0;0;0;-0.883407;38.514
2022;03116;Salinas;3;0;1;8;POLÍGONO DE LA FLORIDA;0;0;0;-0.910813;38.5293
2022;03117;Sanet y Negrals;3;0;1;1;SANET Y NEGRALS;511;260;251;-0.032518;38.8202
2022;03117;Sanet y Negrals;3;0;1;2;URBANIZACIÓN MONTE-SANO;139;67;72;-0.0299949;38.8224
2022;03118;San Fulgencio;3;0;1;1;MARTÍNEZ PRIMER BARRIO (LOS);58;38;20;-0.732144;38.1145
2022;03118;San Fulgencio;3;0;1;2;MARTÍNEZ SEGUNDO BARRIO (LOS);135;67;68;-0.745965;38.1187
2022;03118;San Fulgencio;3;0;2;1;MARINA-OASIS;7163;3587;3576;-0.68628;38.1329
2022;03118;San Fulgencio;3;0;2;2;PESQUERAS (LAS);38;22;16;-0.655101;38.1167
2022;03118;San Fulgencio;3;0;2;3;SAN FULGENCIO;1448;723;725;-0.717501;38.115
2022;03119;Sant Joan d'Alacant;3;0;1;1;BELLAVISTA;73;38;35;-0.420721;38.3931
2022;03119;Sant Joan d'Alacant;3;0;1;2;CAPISCOL;640;324;316;-0.422302;38.3905
2022;03119;Sant Joan d'Alacant;3;0;1;3;FONT-MEZQUITAS;787;405;382;-0.412086;38.4161
2022;03119;Sant Joan d'Alacant;3;0;1;4;FRANK ESPINOS;135;68;67;-0.430754;38.3879
2022;03119;Sant Joan d'Alacant;3;0;1;5;LLOIXA;68;33;35;-0.447367;38.3961
2022;03119;Sant Joan d'Alacant;3;0;1;6;PARQUE ANSALDO;0;0;0;-0.433618;38.411
2022;03119;Sant Joan d'Alacant;3;0;1;7;SALAFRANCA;357;172;185;-0.445108;38.4035
2022;03119;Sant Joan d'Alacant;3;0;1;8;SANT JOAN D´ALACANT;21411;10247;11164;-0.434607;38.4024
2022;03119;Sant Joan d'Alacant;3;0;1;9;SANTA FAZ (LA);180;88;92;-0.438879;38.3914
2022;03119;Sant Joan d'Alacant;3;0;1;10;VILLAPORTES;37;19;18;-0.416315;38.4072
2022;03120;San Miguel de Salinas;3;0;1;1;CIUDAD DE LAS COMUNICACIONES;668;338;330;-0.799122;37.9573
2022;03120;San Miguel de Salinas;3;0;1;2;FILIPINAS (LAS);1816;904;912;-0.780537;37.9424
2022;03120;San Miguel de Salinas;3;0;1;3;SAN MIGUEL DE SALINAS;3849;1932;1917;-0.789303;37.9781
2022;03121;Santa Pola;3;0;1;1;GRAN ALACANT;10846;5561;5285;-0.525992;38.2285
2022;03121;Santa Pola;3;0;1;2;MELEJA;60;37;23;-0.547473;38.2057
2022;03121;Santa Pola;3;0;1;3;POLÍGONO INDUSTRIAL;9;7;2;-0.576662;38.2103
2022;03121;Santa Pola;3;0;1;4;PUEBLO LEVANTINO;117;56;61;-0.566689;38.208
2022;03121;Santa Pola;3;0;1;5;PUNTA LA SIERRA;107;67;40;-0.586497;38.2115
2022;03121;Santa Pola;3;0;1;6;SANTA POLA;24759;12292;12467;-0.56285;38.1943
2022;03121;Santa Pola;3;0;1;7;SIPRERETS (ELS);63;33;30;-0.574891;38.2043
2022;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;3;0;1;1;VILLAMONTES;666;347;319;-0.530142;38.4291
2022;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;3;0;1;2;ESCOLES (LES)-LO RAMOS;671;348;323;-0.542371;38.4282
2022;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;3;0;1;3;PLA OLIVERA;304;153;151;-0.554475;38.4408
2022;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;3;0;5;1;LABORINQUEN;279;134;145;-0.516555;38.4042
2022;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;3;0;5;3;BARRANQUET (EL);32;15;17;-0.506988;38.4163
2022;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;3;0;5;4;CASA GROGA;176;78;98;-0.530803;38.416
2022;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;3;0;5;5;COVES DE BORONAT;144;72;72;-0.522707;38.4185
2022;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;3;0;5;7;PLA CONTXETA;149;77;72;-0.514286;38.4134
2022;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;3;0;5;8;RAS-PAS;40;17;23;-0.524321;38.4085
2022;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;3;0;6;5;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;53858;26569;27289;-0.518285;38.3983
2022;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;3;0;6;8;ADVOCAT (L´);122;61;61;-0.537832;38.4158
2022;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;3;0;6;9;GANTXO (EL);300;155;145;-0.545044;38.4207
2022;03123;Sax;3;0;1;1;SAX;8678;4299;4379;-0.823709;38.5328
2022;03123;Sax;3;0;2;1;COLONIA SANTA EULALIA (LA);19;10;9;-0.849937;38.5673
2022;03124;Sella;3;0;1;1;SELLA;482;250;232;-0.272134;38.6088
2022;03125;Senija;3;0;1;1;COMETA;141;70;71;0.0438274;38.7327
2022;03125;Senija;3;0;1;2;SENIJA;385;198;187;0.041034;38.7285
2022;03127;Tárbena;3;0;1;1;TÀRBENA;434;223;211;-0.10288;38.6942
2022;03128;Teulada;3;0;2;1;ALCASAR;284;135;149;0.140845;38.7107
2022;03128;Teulada;3;0;2;2;ARNELLA (LA);267;131;136;0.143031;38.6995
2022;03128;Teulada;3;0;2;3;BENIMARCO;40;21;19;0.0844429;38.7046
2022;03128;Teulada;3;0;2;4;BENIMEIT;540;270;270;0.111607;38.6993
2022;03128;Teulada;3;0;2;5;CAP BLANC;193;102;91;0.112325;38.678
2022;03128;Teulada;3;0;2;6;CASTELLONS;76;43;33;0.116199;38.7323
2022;03128;Teulada;3;0;2;7;COMETA;422;212;210;0.12149;38.686
2022;03128;Teulada;3;0;2;8;FANADIX;258;123;135;0.110358;38.6897
2022;03128;Teulada;3;0;2;9;MORAVIT;409;198;211;0.111473;38.683
2022;03128;Teulada;3;0;2;10;PAITXI;345;178;167;0.137507;38.7025
2022;03128;Teulada;3;0;2;11;PINAR DEL ABOGAT;539;269;270;0.115494;38.6934
2022;03128;Teulada;3;0;2;12;PLA DEL MAR;458;226;232;0.137077;38.692
2022;03128;Teulada;3;0;2;13;PORT;305;150;155;0.146606;38.6903
2022;03128;Teulada;3;0;2;14;SABATERA (LA);924;443;481;0.126113;38.7011
2022;03128;Teulada;3;0;2;15;TEULADA;4506;2279;2227;0.104788;38.729
2022;03128;Teulada;3;0;2;16;MORAIRA;1580;782;798;0.131824;38.6899
2022;03129;Tibi;3;0;1;1;FINCA TEROL;392;217;175;-0.602289;38.5539
2022;03129;Tibi;3;0;1;2;PINARES DEL MECLI;82;44;38;-0.602357;38.5248
2022;03129;Tibi;3;0;1;3;TIBI;971;485;486;-0.575542;38.532
2022;03129;Tibi;3;0;1;4;URBANIZACIÓN EL ALJIBE;65;35;30;-0.617768;38.4919
2022;03129;Tibi;3;0;1;5;URBANIZACIÓN BONAIRE;27;14;13;-0.598911;38.5068
2022;03129;Tibi;3;0;1;6;URBANIZACIÓN MAIGMÓ;65;35;30;-0.599061;38.502
2022;03129;Tibi;3;0;1;7;URBANIZACIÓN CRUZ DEL MAIGMÓ;4;4;0;-0.608031;38.5116
2022;03130;Tollos;3;0;1;1;TOLLOS;30;20;10;-0.275086;38.7565
2022;03131;Tormos;3;0;1;1;TORMOS;277;138;139;-0.0714756;38.8019
2022;03132;Torre de les Maçanes (La)/Torremanzanas;3;0;1;1;TORREMANZANAS/TORRE DE LES MAÇANES (LA);512;271;241;-0.42021;38.609
2022;03133;Torrevieja;3;0;1;1;MATA (LA);1245;609;636;-0.655469;38.0216
2022;03133;Torrevieja;3;0;2;1;BALCONES (LOS);5101;2484;2617;-0.726371;37.9589
2022;03133;Torrevieja;3;0;2;2;CABO CERVERA-PLAYA LA MATA;2225;1113;1112;-0.655746;38.0115
2022;03133;Torrevieja;3;0;2;3;CHAPARRAL (EL);4456;2164;2292;-0.692535;38.0172
2022;03133;Torrevieja;3;0;2;4;PUNTA PRIMA;2236;1096;1140;-0.708298;37.9453
2022;03133;Torrevieja;3;0;2;5;TORRETAS (LAS);7414;3699;3715;-0.695279;37.9956
2022;03133;Torrevieja;3;0;2;6;TORREVIEJA;60869;29857;31012;-0.674429;37.9839
2022;03134;Vall d'Alcalà (la);3;0;1;1;ALCALÀ DE LA JOVADA;109;58;51;-0.251972;38.795
2022;03134;Vall d'Alcalà (la);3;0;2;1;BENIAYA;28;18;10;-0.269587;38.7767
2022;03135;Vall d'Ebo (La);3;0;1;1;VALL D´EBO (LA);209;106;103;-0.159293;38.8052
2022;03136;Vall de Gallinera;3;0;1;1;BENIALÍ;130;72;58;-0.221641;38.8224
2022;03136;Vall de Gallinera;3;0;2;1;BENIRRAMA;84;43;41;-0.196781;38.8311
2022;03136;Vall de Gallinera;3;0;3;1;BENISSILI;38;21;17;-0.276768;38.8187
2022;03136;Vall de Gallinera;3;0;4;1;BENISSIVA;70;37;33;-0.225336;38.8194
2022;03136;Vall de Gallinera;3;0;5;1;BENITAIA;42;19;23;-0.227047;38.8186
2022;03136;Vall de Gallinera;3;0;6;1;CARROJA (LA);20;12;8;-0.243241;38.8216
2022;03136;Vall de Gallinera;3;0;7;1;LLOMBAI;4;2;2;-0.269742;38.8162
2022;03136;Vall de Gallinera;3;0;8;1;ALPATRÓ;162;81;81;-0.261461;38.8208
2022;03137;Vall de Laguart (La);3;0;1;1;BENIMAURELL;252;122;130;-0.126815;38.7732
2022;03137;Vall de Laguart (La);3;0;2;1;CAMPELL;238;126;112;-0.104076;38.779
2022;03137;Vall de Laguart (La);3;0;3;1;FLEIX;172;82;90;-0.108997;38.7776
2022;03138;Verger (el);3;0;1;1;VERGER (EL);4327;2132;2195;0.00209999;38.853
2022;03139;Vila Joiosa (La)/Villajoyosa;3;0;1;1;BORDES;99;49;50;-0.235282;38.5199
2022;03139;Vila Joiosa (La)/Villajoyosa;3;0;1;2;ERMITA (LA);220;119;101;-0.237835;38.5227
2022;03139;Vila Joiosa (La)/Villajoyosa;3;0;1;3;TORRETES;299;144;155;-0.230441;38.5145
2022;03139;Vila Joiosa (La)/Villajoyosa;3;0;2;1;EUROPARK;332;167;165;-0.255097;38.4987
2022;03139;Vila Joiosa (La)/Villajoyosa;3;0;2;2;GARDEN CURT-LA PALOMA;212;111;101;-0.248786;38.5003
2022;03139;Vila Joiosa (La)/Villajoyosa;3;0;2;3;MONTIBOLI;389;207;182;-0.268734;38.4972
2022;03139;Vila Joiosa (La)/Villajoyosa;3;0;2;4;PLANS-GASPAROT;1042;537;505;-0.244502;38.5038
2022;03139;Vila Joiosa (La)/Villajoyosa;3;0;2;5;URBANIZACIÓN CHARCO;15;8;7;-0.280948;38.4916
2022;03139;Vila Joiosa (La)/Villajoyosa;3;0;2;6;URBANIZACIÓN PLANS;65;32;33;-0.24424;38.5094
2022;03139;Vila Joiosa (La)/Villajoyosa;3;0;3;1;MEDITERRÁNEO ALMADRABA;147;80;67;-0.213499;38.5114
2022;03139;Vila Joiosa (La)/Villajoyosa;3;0;3;2;URBANIZACIÓN GALANDÚ;12;7;5;-0.194332;38.5263
2022;03139;Vila Joiosa (La)/Villajoyosa;3;0;3;3;URBANIZACIÓN MONTESOL;69;37;32;-0.221718;38.5256
2022;03139;Vila Joiosa (La)/Villajoyosa;3;0;3;4;URBANIZACIÓN TORRES I;64;28;36;-0.203611;38.5186
2022;03139;Vila Joiosa (La)/Villajoyosa;3;0;3;5;URBANIZACIÓN TORRES II;58;31;27;-0.202809;38.5182
2022;03139;Vila Joiosa (La)/Villajoyosa;3;0;3;6;ZONA INDUSTRIAL;2;1;1;-0.208643;38.5189
2022;03139;Vila Joiosa (La)/Villajoyosa;3;0;4;1;VILLAJOYOSA/VILA JOIOSA (LA);21641;10618;11023;-0.227117;38.5113
2022;03140;Villena;3;0;2;1;ENCINA (LA);126;62;64;-0.95347;38.7658
2022;03140;Villena;3;0;3;1;SANTA EULALIA;7;3;4;-0.849101;38.5694
2022;03140;Villena;3;0;5;1;CASAS DE CABANES Y LAS FUENTES;142;69;73;-0.880963;38.6544
2022;03140;Villena;3;0;5;2;CASAS DE JORDÁN;52;26;26;-0.920099;38.5936
2022;03140;Villena;3;0;5;3;CASCANTE;105;60;45;-0.863104;38.6605
2022;03140;Villena;3;0;5;4;CHOZAS (LAS);45;28;17;-0.928461;38.6678
2022;03140;Villena;3;0;5;5;GLORIA (LA);0;0;0;-0.892777;38.7388
2022;03140;Villena;3;0;5;6;MORRÓN (EL);61;34;27;-0.880422;38.6711
2022;03140;Villena;3;0;5;7;PUENTECILLA (LA);86;48;38;-0.859047;38.6231
2022;03140;Villena;3;0;5;8;SAN BERNABÉ;48;22;26;-0.831095;38.6647
2022;03140;Villena;3;0;5;9;TIESAS (LAS);297;148;149;-0.835146;38.6174
2022;03140;Villena;3;0;5;10;VILLENA;31682;15758;15924;-0.875126;38.6379
2022;03140;Villena;3;0;6;1;VIRTUDES (LAS);376;249;127;-0.928948;38.6264
2022;03140;Villena;3;0;7;1;ZAFRA (LA);15;8;7;-0.851668;38.7449
2022;03901;Poblets (els);3;0;1;1;MIRAFLOR;210;95;115;0.0225887;38.8489
2022;03901;Poblets (els);3;0;2;1;MIRARROSA;133;57;76;0.0117022;38.8566
2022;03901;Poblets (els);3;0;3;1;SETLA;403;192;211;0.0186685;38.8511
2022;03902;Pilar de la Horadada;3;0;1;1;CAÑADA DE PRAEZ;426;234;192;-0.810941;37.878
2022;03902;Pilar de la Horadada;3;0;1;2;HORTELANOS (LOS);50;22;28;-0.791639;37.8768
2022;03902;Pilar de la Horadada;3;0;1;3;PILAR DE LA HORADADA;14628;7537;7091;-0.787851;37.8657
2022;03902;Pilar de la Horadada;3;0;1;4;PINAR DE CAMPOVERDE;3091;1515;1576;-0.844479;37.9049
2022;03902;Pilar de la Horadada;3;0;1;5;SÁEZ (LOS);114;58;56;-0.792354;37.8532
2022;03902;Pilar de la Horadada;3;0;2;1;MIL PALMERAS;831;408;423;-0.760241;37.8853
2022;03902;Pilar de la Horadada;3;0;2;2;MOJÓN (EL);378;191;187;-0.766852;37.8521
2022;03902;Pilar de la Horadada;3;0;2;3;TORRE DE LA HORADADA;2851;1465;1386;-0.7635;37.8693
2022;03903;Montesinos (Los);3;0;1;1;MONTESINOS (LOS);4753;2404;2349;-0.744559;38.0296
2022;03904;San Isidro;3;0;1;1;SAN ISIDRO;2123;1099;1024;-0.839389;38.1737